storageUtilizationPct,orders,realizedUnits,staffedHours,effectiveHours,uphBuilding,areaUnitsSortation,ophBuilding,buildingEffectiveHours,areaUnitsAsrs,targetOphBuilding,shifts,forecastUnits,staffedHeadcount,keyAssumptionVariance,areaUnitsPutaway,storagePallets,bulkShare,areaUnitsShipping,areaUnitsPacking,systemDowntimeHrs,nonconShare,buildingRealizedUnits,areaUnitsPicking,unitsPerVendorCarton,singlesShare,areaUnitsReceiving,buildingOrders,uphDept,ophDept,weekStart,department,buildingId
13.56,2206,4431.40,1216,1214.02,3.77,443.14,1.41,5259.22,819.85,520,2,4735.26,76.00,0.13,456.46,16273.11,0.45,310.20,784.33,1.98,0.21,19847.29,1129.97,11.06,0.64,487.45,7400,3.65,1.82,2025-09-08T00:00:00.000Z,Footwear,CHI_DC
18.34,2018,4513.08,896,894.96,3.53,451.31,1.47,5648.68,833.00,520,2,4979.04,56.00,0.26,463.70,22006.73,0.44,315.92,799.97,1.04,0.27,19950.24,1152.75,9.45,0.69,496.44,8280,5.04,2.25,2025-09-08T00:00:00.000Z,Footwear,DAL_DC
23.09,1857,4486.65,1608,1606.12,4.14,448.66,1.54,5374.93,813.63,520,3,4513.59,67.00,0.30,452.29,27705.78,0.38,314.07,803.97,1.88,0.20,22235.84,1160.49,6.54,0.57,493.53,8260,2.79,1.16,2025-09-08T00:00:00.000Z,Footwear,LAX_DC
3.97,1228,4139.83,1296,1295.65,3.21,413.98,1.21,6519.82,742.32,520,3,3941.24,54.00,0.22,412.27,4764.73,0.34,289.79,746.88,0.35,0.14,20935.05,1079.21,16.57,0.63,455.38,7868,3.20,0.95,2025-09-08T00:00:00.000Z,HomeGoods,ATL_DC
8.75,1056,3549.18,800,799.76,3.33,354.92,1.22,5729.18,643.64,520,2,4183.20,50.00,0.38,357.79,10504.85,0.38,248.44,635.98,0.24,0.09,19091.07,918.00,10.54,0.73,390.41,6961,4.44,1.32,2025-09-08T00:00:00.000Z,HomeGoods,BOS_DC
13.56,1227,3902.41,1104,1102.96,3.77,390.24,1.41,5259.22,704.80,520,2,4264.54,69.00,0.10,391.66,16273.11,0.36,273.17,701.02,1.04,0.13,19847.29,1012.26,12.69,0.48,429.27,7400,3.54,1.11,2025-09-08T00:00:00.000Z,HomeGoods,CHI_DC
18.34,1748,3987.67,1368,1365.13,3.53,398.77,1.47,5648.68,708.86,520,3,4037.12,57.00,0.08,393.41,22006.73,0.31,279.14,723.13,2.87,0.15,19950.24,1045.72,8.65,0.68,438.64,8280,2.92,1.28,2025-09-08T00:00:00.000Z,HomeGoods,DAL_DC
23.09,1609,5050.33,992,991.18,4.14,505.03,1.54,5374.93,925.89,520,2,4637.58,62.00,0.21,515.13,27705.78,0.42,353.52,898.96,0.82,0.24,22235.84,1296.26,6.75,0.65,555.54,8260,5.10,1.62,2025-09-08T00:00:00.000Z,HomeGoods,LAX_DC
4.06,1324,2782.52,1128,1126.53,3.81,278.25,1.49,5712.84,482.27,520,3,2827.59,47.00,0.25,267.10,4872.25,0.22,194.78,512.01,1.47,0.24,21787.05,742.04,5.87,0.58,306.08,8517,2.47,1.18,2025-09-15T00:00:00.000Z,Accessories,ATL_DC
8.84,880,2717.45,624,621.41,4.53,271.74,1.74,4698.15,484.58,520,2,2952.22,39.00,0.05,269.01,10610.91,0.32,190.22,491.88,2.59,0.16,21282.16,711.10,12.58,0.56,298.92,8189,4.37,1.42,2025-09-15T00:00:00.000Z,Accessories,BOS_DC
13.64,883,2688.39,912,909.73,3.26,268.84,1.34,6351.05,465.86,520,2,2677.97,57.00,0.22,258.01,16371.76,0.22,188.19,494.74,2.27,0.16,20701.40,717.03,7.65,0.70,295.72,8541,2.96,0.97,2025-09-15T00:00:00.000Z,Accessories,CHI_DC
18.42,1408,2836.50,672,670.21,3.73,283.65,1.46,5534.14,500.52,520,2,2952.74,42.00,0.16,277.62,22108.41,0.28,198.56,516.60,1.79,0.16,20630.80,747.54,8.64,0.75,312.02,8083,4.23,2.10,2025-09-15T00:00:00.000Z,Accessories,DAL_DC
23.17,670,2338.96,672,670.70,3.99,233.90,1.60,5027.91,399.41,520,2,2560.25,42.00,0.22,220.94,27803.11,0.17,163.73,433.97,1.30,0.25,20046.90,629.73,15.34,0.59,257.29,8042,3.49,1.00,2025-09-15T00:00:00.000Z,Accessories,LAX_DC
4.06,2560,6716.88,1520,1518.15,3.81,671.69,1.49,5712.84,1276.22,520,2,5964.25,95.00,0.25,711.99,4872.25,0.55,470.18,1168.73,1.85,0.12,21787.05,1679.21,9.47,0.70,738.86,8517,4.42,1.69,2025-09-15T00:00:00.000Z,Apparel,ATL_DC
8.84,1986,4995.89,1296,1295.18,4.53,499.59,1.74,4698.15,919.13,520,2,5658.33,81.00,0.11,511.51,10610.91,0.43,349.71,887.34,0.82,0.21,21282.16,1279.07,8.54,0.60,549.55,8189,3.86,1.53,2025-09-15T00:00:00.000Z,Apparel,BOS_DC
13.64,2247,5356.84,1264,1262.68,3.26,535.68,1.34,6351.05,1025.36,520,2,5592.69,79.00,0.32,572.36,16371.76,0.58,374.98,927.55,1.32,0.16,20701.40,1331.65,9.79,0.79,589.25,8541,4.24,1.78,2025-09-15T00:00:00.000Z,Apparel,CHI_DC
18.42,2040,6057.13,1328,1325.91,3.73,605.71,1.46,5534.14,1170.02,520,2,5645.23,83.00,0.04,653.56,22108.41,0.61,424.00,1042.44,2.09,0.18,20630.80,1495.12,10.11,0.68,666.28,8083,4.57,1.54,2025-09-15T00:00:00.000Z,Apparel,DAL_DC
23.17,2674,6024.05,1312,1309.22,3.99,602.41,1.60,5027.91,1136.83,520,2,6058.32,82.00,0.07,633.91,27803.11,0.52,421.68,1052.83,2.78,0.21,20046.90,1513.75,8.67,0.71,662.65,8042,4.60,2.04,2025-09-15T00:00:00.000Z,Apparel,LAX_DC
4.06,928,2958.24,800,798.47,3.81,295.82,1.49,5712.84,522.45,520,2,3547.07,50.00,0.13,289.80,4872.25,0.28,207.08,538.50,1.53,0.14,21787.05,779.18,12.72,0.61,325.41,8517,3.70,1.16,2025-09-15T00:00:00.000Z,Beauty,ATL_DC
8.84,1163,3687.17,800,799.39,4.53,368.72,1.74,4698.15,658.16,520,2,3712.21,50.00,0.04,365.40,10610.91,0.32,258.10,667.01,0.61,0.21,21282.16,964.19,12.71,0.68,405.59,8189,4.61,1.45,2025-09-15T00:00:00.000Z,Beauty,BOS_DC
13.64,1122,3229.52,800,798.15,3.26,322.95,1.34,6351.05,564.25,520,2,3447.66,50.00,0.16,312.71,16371.76,0.24,226.07,591.55,1.85,0.19,20701.40,856.74,11.37,0.61,355.25,8541,4.05,1.41,2025-09-15T00:00:00.000Z,Beauty,CHI_DC
18.42,1323,3607.05,976,975.71,3.73,360.71,1.46,5534.14,650.51,520,2,3783.88,61.00,0.03,361.45,22108.41,0.36,252.49,648.52,0.29,0.14,20630.80,936.59,12.47,0.65,396.78,8083,3.70,1.36,2025-09-15T00:00:00.000Z,Beauty,DAL_DC
23.17,1178,3313.18,784,781.65,3.99,331.32,1.60,5027.91,600.79,520,2,3617.83,49.00,0.00,333.97,27803.11,0.38,231.92,593.72,2.35,0.20,20046.90,857.01,9.60,0.54,364.45,8042,4.24,1.51,2025-09-15T00:00:00.000Z,Beauty,LAX_DC
4.06,2456,5345.45,1040,1038.15,3.81,534.54,1.49,5712.84,975.98,520,2,5358.16,65.00,0.01,542.83,4872.25,0.40,374.18,953.90,1.85,0.22,21787.05,1376.02,10.08,0.60,588.00,8517,5.15,2.37,2025-09-15T00:00:00.000Z,Footwear,ATL_DC
8.84,2663,5503.86,944,943.11,4.53,550.39,1.74,4698.15,997.70,520,2,5527.29,59.00,0.28,554.59,10610.91,0.38,385.27,986.49,0.89,0.18,21282.16,1424.00,11.32,0.59,605.43,8189,5.84,2.82,2025-09-15T00:00:00.000Z,Footwear,BOS_DC
13.64,2162,4742.83,1848,1846.51,3.26,474.28,1.34,6351.05,877.44,520,3,4606.15,77.00,0.10,488.52,16371.76,0.45,332.00,839.47,1.49,0.15,20701.40,1209.40,6.84,0.74,521.71,8541,2.57,1.17,2025-09-15T00:00:00.000Z,Footwear,CHI_DC
18.42,1757,4166.22,1656,1651.76,3.73,416.62,1.46,5534.14,773.63,520,3,4188.44,69.00,0.12,430.85,22108.41,0.46,291.64,735.69,4.24,0.19,20630.80,1059.50,9.99,0.54,458.28,8083,2.52,1.06,2025-09-15T00:00:00.000Z,Footwear,DAL_DC
23.17,1892,4363.34,1360,1357.08,3.99,436.33,1.60,5027.91,847.63,520,2,4783.01,85.00,0.16,473.67,27803.11,0.64,305.43,748.06,2.92,0.20,20046.90,1072.24,9.53,0.48,479.97,8042,3.22,1.39,2025-09-15T00:00:00.000Z,Footwear,LAX_DC
4.06,1249,3983.96,1232,1231.54,3.81,398.40,1.49,5712.84,704.01,520,2,4079.90,77.00,0.22,390.53,4872.25,0.28,278.88,724.98,0.46,0.22,21787.05,1048.93,10.29,0.72,438.24,8517,3.23,1.01,2025-09-15T00:00:00.000Z,HomeGoods,ATL_DC
8.84,1497,4377.79,1040,1039.06,4.53,437.78,1.74,4698.15,813.88,520,2,4467.71,65.00,0.07,453.30,10610.91,0.47,306.45,772.48,0.94,0.05,21282.16,1112.35,10.47,0.79,481.56,8189,4.21,1.44,2025-09-15T00:00:00.000Z,HomeGoods,BOS_DC
13.64,2127,4683.82,1536,1533.98,3.26,468.38,1.34,6351.05,844.91,520,3,4243.93,64.00,0.23,469.47,16371.76,0.36,327.87,842.00,2.02,0.18,20701.40,1215.98,5.04,0.54,515.22,8541,3.05,1.39,2025-09-15T00:00:00.000Z,HomeGoods,CHI_DC
18.42,1555,3963.90,912,910.55,3.73,396.39,1.46,5534.14,717.03,520,2,4155.98,57.00,0.08,398.51,22108.41,0.37,277.47,711.38,1.45,0.12,20630.80,1027.08,14.48,0.69,436.03,8083,4.35,1.71,2025-09-15T00:00:00.000Z,HomeGoods,DAL_DC
23.17,1628,4007.37,912,909.26,3.99,400.74,1.60,5027.91,702.35,520,2,4068.05,57.00,0.49,389.35,27803.11,0.26,280.52,732.71,2.74,0.12,20046.90,1060.89,11.46,0.56,440.81,8042,4.41,1.79,2025-09-15T00:00:00.000Z,HomeGoods,LAX_DC
4.15,773,2636.13,752,751.58,3.29,263.61,1.17,6033.41,454.24,520,2,2917.48,47.00,0.25,251.46,4975.92,0.20,184.53,486.66,0.42,0.13,19874.66,705.65,6.64,0.68,289.97,7057,3.51,1.03,2025-09-22T00:00:00.000Z,Accessories,ATL_DC
8.93,713,2318.21,640,638.78,3.88,231.82,1.36,5373.82,394.24,520,2,2850.79,40.00,0.26,218.00,10720.00,0.15,162.27,431.10,1.22,0.13,20824.22,625.78,11.51,0.72,255.00,7334,3.63,1.12,2025-09-22T00:00:00.000Z,Accessories,BOS_DC
13.73,630,2102.54,640,638.64,3.13,210.25,1.14,6545.46,360.85,520,2,2546.07,40.00,0.28,199.69,16477.31,0.18,147.18,389.02,1.36,0.16,20490.92,564.27,12.63,0.52,231.28,7446,3.29,0.99,2025-09-22T00:00:00.000Z,Accessories,CHI_DC
18.51,744,2478.29,624,622.55,3.02,247.83,1.11,6346.16,433.76,520,2,2859.68,39.00,0.26,240.43,22206.42,0.25,173.48,453.49,1.45,0.11,19136.94,656.69,6.84,0.58,272.61,7026,3.98,1.20,2025-09-22T00:00:00.000Z,Accessories,DAL_DC
23.26,1078,3177.59,1008,1005.11,4.27,317.76,1.66,4882.90,532.25,520,3,2845.68,42.00,0.01,293.93,27906.34,0.10,222.43,595.80,2.89,0.27,20860.72,865.89,5.70,0.57,349.53,8119,3.16,1.07,2025-09-22T00:00:00.000Z,Accessories,LAX_DC
4.15,1930,4932.44,1328,1325.75,3.29,493.24,1.17,6033.41,956.03,520,2,5268.03,83.00,0.36,534.16,4975.92,0.63,345.27,846.93,2.25,0.17,19874.66,1214.24,10.59,0.79,542.57,7057,3.72,1.46,2025-09-22T00:00:00.000Z,Apparel,ATL_DC
8.93,1925,6010.31,1456,1455.10,3.88,601.03,1.36,5373.82,1131.04,520,2,5747.71,91.00,0.03,630.54,10720.00,0.51,420.72,1052.35,0.90,0.21,20824.22,1513.50,7.96,0.69,661.13,7334,4.13,1.32,2025-09-22T00:00:00.000Z,Apparel,BOS_DC
13.73,1971,6280.23,2088,2087.66,3.13,628.02,1.14,6545.46,1226.26,520,3,5409.24,87.00,0.25,685.51,16477.31,0.66,439.62,1072.95,0.34,0.24,20490.92,1537.04,7.51,0.60,690.83,7446,3.01,0.94,2025-09-22T00:00:00.000Z,Apparel,CHI_DC
18.51,1516,5097.22,2040,2039.13,3.02,509.72,1.11,6346.16,984.35,520,3,5772.03,85.00,0.16,549.83,22206.42,0.61,356.81,877.39,0.87,0.18,19136.94,1258.42,4.38,0.58,560.69,7026,2.50,0.74,2025-09-22T00:00:00.000Z,Apparel,DAL_DC
23.26,1678,5688.96,1312,1310.32,4.27,568.90,1.66,4882.90,1080.37,520,2,5825.65,82.00,0.19,602.71,27906.34,0.55,398.23,990.20,1.68,0.18,20860.72,1422.78,12.77,0.71,625.79,8119,4.34,1.28,2025-09-22T00:00:00.000Z,Apparel,LAX_DC
4.15,1283,3031.89,912,910.94,3.29,303.19,1.17,6033.41,529.90,520,2,3333.81,57.00,0.10,293.69,4975.92,0.25,212.23,555.24,1.06,0.26,19874.66,804.13,12.27,0.66,333.51,7057,3.33,1.41,2025-09-22T00:00:00.000Z,Beauty,ATL_DC
8.93,1422,3494.08,1080,1077.38,3.88,349.41,1.36,5373.82,616.62,520,3,3508.62,45.00,0.22,342.02,10720.00,0.28,244.59,636.32,2.62,0.30,20824.22,920.77,10.81,0.65,384.35,7334,3.24,1.32,2025-09-22T00:00:00.000Z,Beauty,BOS_DC
13.73,963,2910.18,752,750.04,3.13,291.02,1.14,6545.46,530.67,520,2,3267.01,47.00,0.21,295.12,16477.31,0.40,203.71,519.73,1.96,0.14,20490.92,749.80,10.41,0.71,320.12,7446,3.88,1.28,2025-09-22T00:00:00.000Z,Beauty,CHI_DC
18.51,1088,2689.62,960,959.31,3.02,268.96,1.11,6346.16,490.06,520,2,3440.79,60.00,0.14,272.52,22206.42,0.39,188.27,480.57,0.69,0.23,19136.94,693.37,6.30,0.70,295.86,7026,2.80,1.13,2025-09-22T00:00:00.000Z,Beauty,DAL_DC
23.26,1097,2589.50,640,639.87,4.27,258.95,1.66,4882.90,459.77,520,2,3611.67,40.00,0.06,255.14,27906.34,0.30,181.26,469.92,0.13,0.16,20860.72,679.61,7.89,0.53,284.84,8119,4.05,1.71,2025-09-22T00:00:00.000Z,Beauty,LAX_DC
4.15,1636,5118.70,1536,1534.62,3.29,511.87,1.17,6033.41,968.51,520,3,5072.92,64.00,0.22,540.16,4975.92,0.53,358.31,893.08,1.38,0.21,19874.66,1283.72,8.95,0.58,563.06,7057,3.34,1.07,2025-09-22T00:00:00.000Z,Footwear,ATL_DC
8.93,1502,4453.69,1232,1230.31,3.88,445.37,1.36,5373.82,824.66,520,2,4509.08,77.00,0.24,459.17,10720.00,0.45,311.76,787.87,1.69,0.22,20824.22,1134.97,13.63,0.50,489.91,7334,3.62,1.22,2025-09-22T00:00:00.000Z,Footwear,BOS_DC
13.73,2167,5229.56,1464,1461.48,3.13,522.96,1.14,6545.46,955.07,520,3,5378.12,61.00,0.30,531.21,16477.31,0.40,366.07,933.07,2.52,0.21,20490.92,1345.93,12.62,0.60,575.25,7446,3.58,1.48,2025-09-22T00:00:00.000Z,Footwear,CHI_DC
18.51,1989,4821.71,1120,1119.44,3.02,482.17,1.11,6346.16,898.91,520,2,4786.65,70.00,0.31,500.77,22206.42,0.48,337.52,849.31,0.56,0.21,19136.94,1222.64,13.27,0.65,530.39,7026,4.31,1.78,2025-09-22T00:00:00.000Z,Footwear,DAL_DC
23.26,2406,4874.81,992,987.26,4.27,487.48,1.66,4882.90,905.74,520,2,4672.98,62.00,0.36,504.45,27906.34,0.47,341.24,860.50,4.74,0.26,20860.72,1239.17,8.48,0.45,536.23,8119,4.94,2.44,2025-09-22T00:00:00.000Z,Footwear,LAX_DC
4.15,1435,4155.50,1512,1510.52,3.29,415.55,1.17,6033.41,759.73,520,3,4181.38,63.00,0.29,422.59,4975.92,0.41,290.89,740.95,1.48,0.18,19874.66,1068.70,7.83,0.52,457.11,7057,2.75,0.95,2025-09-22T00:00:00.000Z,HomeGoods,ATL_DC
8.93,1772,4547.93,976,972.25,3.88,454.79,1.36,5373.82,837.53,520,2,4367.98,61.00,0.22,466.13,10720.00,0.43,318.36,807.29,3.75,0.21,20824.22,1163.56,8.82,0.62,500.27,7334,4.68,1.82,2025-09-22T00:00:00.000Z,HomeGoods,BOS_DC
13.73,1715,3968.41,1608,1607.64,3.13,396.84,1.14,6545.46,710.88,520,3,4150.04,67.00,0.31,394.78,16477.31,0.33,277.79,716.37,0.36,0.18,20490.92,1035.22,7.21,0.60,436.52,7446,2.47,1.07,2025-09-22T00:00:00.000Z,HomeGoods,CHI_DC
18.51,1689,4050.10,1608,1605.73,3.02,405.01,1.11,6346.16,754.35,520,3,4276.34,67.00,0.27,420.21,22206.42,0.48,283.51,713.82,2.27,0.13,19136.94,1027.70,10.51,0.59,445.51,7026,2.52,1.05,2025-09-22T00:00:00.000Z,HomeGoods,DAL_DC
23.26,1860,4529.86,944,940.34,4.27,452.99,1.66,4882.90,806.83,520,2,4456.02,59.00,0.30,447.86,27906.34,0.31,317.09,820.50,3.66,0.09,20860.72,1186.30,11.12,0.66,498.28,8119,4.82,1.98,2025-09-22T00:00:00.000Z,HomeGoods,LAX_DC
4.24,996,2780.49,720,717.28,4.48,278.05,1.63,5077.46,491.17,520,2,2879.71,45.00,0.12,272.46,5092.85,0.28,194.63,506.08,2.72,0.15,22745.11,732.25,14.30,0.63,305.85,8295,3.88,1.39,2025-09-29T00:00:00.000Z,Accessories,ATL_DC
9.04,828,2806.62,1008,1007.71,3.44,280.66,1.02,6342.56,493.85,520,3,2894.33,42.00,0.17,273.86,10843.57,0.27,196.46,512.00,0.29,0.23,21810.72,741.06,11.73,0.62,308.73,6495,2.79,0.82,2025-09-29T00:00:00.000Z,Accessories,BOS_DC
13.83,1218,2901.53,1080,1078.27,3.58,290.15,1.14,6205.22,520.36,520,3,2931.45,45.00,0.08,289.00,16599.60,0.34,203.11,523.42,1.73,0.19,22194.18,756.31,13.11,0.65,319.17,7049,2.69,1.13,2025-09-29T00:00:00.000Z,Accessories,CHI_DC
18.59,1330,2986.06,1056,1054.94,3.67,298.61,1.44,5824.64,516.94,520,3,2962.77,44.00,0.25,286.28,22311.93,0.21,209.02,549.82,1.06,0.18,21386.44,796.93,9.19,0.49,328.47,8365,2.83,1.26,2025-09-29T00:00:00.000Z,Accessories,DAL_DC
23.34,1073,2406.45,640,638.08,3.58,240.65,1.31,5776.34,414.60,520,2,2658.68,40.00,0.02,229.51,28012.53,0.20,168.45,444.30,1.92,0.20,20670.68,644.24,10.66,0.38,264.71,7548,3.77,1.68,2025-09-29T00:00:00.000Z,Accessories,LAX_DC
4.24,2649,7253.65,1424,1423.43,4.48,604.47,1.63,5077.46,1174.51,520,2,7336.64,89.00,0.15,656.35,5092.85,0.64,423.13,1036.17,0.57,0.20,22745.11,1485.16,10.21,0.49,664.92,8295,5.10,1.86,2025-09-29T00:00:00.000Z,Apparel,ATL_DC
9.04,1724,7123.57,1488,1486.82,3.44,593.63,1.02,6342.56,1138.67,520,2,7287.20,93.00,0.16,635.71,10843.57,0.59,415.54,1026.45,1.18,0.19,21810.72,1473.30,12.56,0.54,652.99,6495,4.79,1.16,2025-09-29T00:00:00.000Z,Apparel,BOS_DC
13.83,1899,6504.73,2256,2253.54,3.58,542.06,1.14,6205.22,1033.76,520,3,7065.25,94.00,0.28,576.89,16599.60,0.56,379.44,940.88,2.46,0.13,22194.18,1351.31,10.85,0.57,596.27,7049,2.89,0.84,2025-09-29T00:00:00.000Z,Apparel,CHI_DC
18.59,2030,6706.30,1280,1273.42,3.67,558.86,1.44,5824.64,1069.39,520,2,6508.21,80.00,0.16,596.93,22311.93,0.58,391.20,967.88,6.58,0.16,21386.44,1389.58,10.27,0.53,614.74,8365,5.27,1.59,2025-09-29T00:00:00.000Z,Apparel,DAL_DC
23.34,2008,6119.65,1280,1277.01,3.58,509.97,1.31,5776.34,974.41,520,2,7089.52,80.00,0.27,543.85,28012.53,0.57,356.98,884.07,2.99,0.10,20670.68,1269.46,11.13,0.74,560.97,7548,4.79,1.57,2025-09-29T00:00:00.000Z,Apparel,LAX_DC
4.24,1331,3786.90,848,845.27,4.48,378.69,1.63,5077.46,692.27,520,2,3584.83,53.00,0.26,385.07,5092.85,0.41,265.08,675.27,2.73,0.16,22745.11,973.97,8.78,0.51,416.56,8295,4.48,1.57,2025-09-29T00:00:00.000Z,Beauty,ATL_DC
9.04,1386,3575.39,832,828.92,3.44,357.54,1.02,6342.56,632.96,520,2,3680.98,52.00,0.18,351.17,10843.57,0.29,250.28,649.94,3.08,0.19,21810.72,940.21,9.23,0.59,393.29,6495,4.31,1.67,2025-09-29T00:00:00.000Z,Beauty,BOS_DC
13.83,1141,3484.98,816,813.59,3.58,348.50,1.14,6205.22,606.65,520,2,3586.74,51.00,0.28,336.11,16599.60,0.23,243.95,639.68,2.41,0.19,22194.18,926.74,9.74,0.72,383.35,7049,4.28,1.40,2025-09-29T00:00:00.000Z,Beauty,CHI_DC
18.59,1163,3275.06,816,810.83,3.67,327.51,1.44,5824.64,575.90,520,2,3489.15,51.00,0.06,319.34,22311.93,0.27,229.25,597.68,5.17,0.14,21386.44,865.13,10.19,0.77,360.26,8365,4.04,1.43,2025-09-29T00:00:00.000Z,Beauty,DAL_DC
23.34,1175,3371.44,912,910.92,3.58,337.14,1.31,5776.34,600.80,520,2,3314.29,57.00,0.19,333.51,28012.53,0.31,236.00,610.49,1.08,0.21,20670.68,882.63,9.84,0.55,370.86,7548,3.70,1.29,2025-09-29T00:00:00.000Z,Beauty,LAX_DC
4.24,1439,4795.93,1168,1166.38,4.48,479.59,1.63,5077.46,877.07,520,2,5001.72,73.00,0.22,487.88,5092.85,0.41,335.72,854.99,1.62,0.19,22745.11,1233.14,8.22,0.71,527.55,8295,4.11,1.23,2025-09-29T00:00:00.000Z,Footwear,ATL_DC
9.04,1228,4237.51,1848,1846.10,3.44,423.75,1.02,6342.56,793.86,520,3,4844.84,77.00,0.17,442.41,10843.57,0.50,296.63,744.09,1.90,0.25,21810.72,1070.65,8.78,0.65,466.13,6495,2.30,0.67,2025-09-29T00:00:00.000Z,Footwear,BOS_DC
13.83,1691,5536.08,1104,1101.43,3.58,553.61,1.14,6205.22,1006.62,520,2,5079.56,69.00,0.21,559.69,16599.60,0.39,387.53,990.42,2.57,0.22,22194.18,1429.25,15.44,0.72,608.97,7049,5.03,1.54,2025-09-29T00:00:00.000Z,Footwear,CHI_DC
18.59,2235,4848.37,1536,1535.21,3.67,484.84,1.44,5824.64,886.21,520,3,4927.40,64.00,0.16,492.94,22311.93,0.41,339.39,864.60,0.79,0.24,21386.44,1247.07,7.21,0.58,533.32,8365,3.16,1.46,2025-09-29T00:00:00.000Z,Footwear,DAL_DC
23.34,1703,4604.64,1992,1990.70,3.58,460.46,1.31,5776.34,845.08,520,3,4498.63,83.00,0.31,470.21,28012.53,0.42,322.33,819.09,1.30,0.22,20670.68,1180.96,10.44,0.54,506.51,7548,2.31,0.86,2025-09-29T00:00:00.000Z,Footwear,LAX_DC
4.24,1880,4128.14,928,925.10,4.48,412.81,1.63,5077.46,735.67,520,2,4241.88,58.00,0.34,408.37,5092.85,0.31,288.97,747.51,2.90,0.23,22745.11,1080.72,11.37,0.52,454.10,8295,4.46,2.03,2025-09-29T00:00:00.000Z,HomeGoods,ATL_DC
9.04,1329,4067.63,1176,1173.01,3.44,406.76,1.02,6342.56,717.63,520,3,3945.65,49.00,0.13,398.04,10843.57,0.28,284.73,740.90,2.99,0.14,21810.72,1072.13,12.90,0.56,447.44,6495,3.47,1.13,2025-09-29T00:00:00.000Z,HomeGoods,BOS_DC
13.83,1100,3766.86,960,958.39,3.58,376.69,1.14,6205.22,686.82,520,2,3936.07,60.00,0.20,381.95,16599.60,0.40,263.68,672.77,1.61,0.28,22194.18,970.60,11.12,0.63,414.35,7049,3.93,1.15,2025-09-29T00:00:00.000Z,HomeGoods,CHI_DC
18.59,1607,3570.65,1152,1150.24,3.67,357.07,1.44,5824.64,636.90,520,2,4162.83,72.00,0.16,353.57,22311.93,0.32,249.95,646.21,1.76,0.16,21386.44,934.19,9.31,0.67,392.77,8365,3.10,1.40,2025-09-29T00:00:00.000Z,HomeGoods,DAL_DC
23.34,1589,4168.50,960,959.63,3.58,416.85,1.31,5776.34,746.04,520,2,4222.48,60.00,0.34,414.27,28012.53,0.33,291.79,752.90,0.37,0.25,20670.68,1088.10,11.16,0.56,458.53,7548,4.34,1.66,2025-09-29T00:00:00.000Z,HomeGoods,LAX_DC
4.34,758,2626.34,984,982.95,3.79,262.63,1.36,6021.75,453.73,520,3,2782.58,41.00,0.15,251.23,5210.89,0.21,183.84,484.15,1.05,0.15,22803.64,701.86,6.19,0.56,288.90,8213,2.67,0.77,2025-10-06T00:00:00.000Z,Accessories,ATL_DC
9.13,1017,2422.18,768,766.35,4.03,242.22,1.43,5353.05,424.71,520,3,2840.06,32.00,0.14,235.45,10956.41,0.26,169.55,442.76,1.65,0.18,21582.68,641.05,9.54,0.56,266.44,7630,3.16,1.33,2025-10-06T00:00:00.000Z,Accessories,BOS_DC
13.92,1139,2330.78,720,717.63,3.74,233.08,1.40,5269.90,409.20,520,2,2598.79,45.00,0.13,226.87,16699.68,0.26,163.15,425.75,2.37,0.26,19717.79,616.35,13.52,0.63,256.39,7355,3.25,1.59,2025-10-06T00:00:00.000Z,Accessories,CHI_DC
18.68,797,2477.30,528,526.42,4.15,247.73,1.51,4681.26,433.74,520,2,2644.33,33.00,0.23,240.43,22411.88,0.25,173.41,453.22,1.58,0.21,19409.08,656.27,8.49,0.52,272.50,7057,4.71,1.51,2025-10-06T00:00:00.000Z,Accessories,DAL_DC
23.44,852,2983.64,528,527.14,3.58,298.36,1.20,5880.64,518.17,520,2,2709.81,33.00,0.06,287.03,28125.81,0.22,208.85,548.39,0.86,0.26,21064.86,794.63,11.43,0.80,328.20,7046,5.66,1.62,2025-10-06T00:00:00.000Z,Accessories,LAX_DC
4.34,2149,7855.25,1344,1343.28,3.79,654.60,1.36,6021.75,1234.22,520,2,7322.98,84.00,0.40,688.16,5210.89,0.52,458.22,1144.73,0.72,0.12,22803.64,1646.04,9.13,0.65,720.06,8213,5.85,1.60,2025-10-06T00:00:00.000Z,Apparel,ATL_DC
9.13,2161,6696.48,1456,1454.15,4.03,558.04,1.43,5353.05,1049.20,520,2,7234.34,91.00,0.12,584.88,10956.41,0.51,390.63,977.63,1.85,0.09,21582.68,1406.17,10.79,0.66,613.84,7630,4.61,1.49,2025-10-06T00:00:00.000Z,Apparel,BOS_DC
13.92,2393,5843.54,1312,1309.45,3.74,486.96,1.40,5269.90,933.50,520,2,6776.53,82.00,0.28,521.15,16699.68,0.58,340.87,842.35,2.55,0.23,19717.79,1209.13,12.12,0.49,535.66,7355,4.46,1.83,2025-10-06T00:00:00.000Z,Apparel,CHI_DC
18.68,1716,5217.03,1360,1358.53,4.15,434.75,1.51,4681.26,839.37,520,2,6695.55,85.00,0.25,468.84,22411.88,0.61,304.33,748.47,1.47,0.17,19409.08,1073.54,9.38,0.57,478.23,7057,3.84,1.26,2025-10-06T00:00:00.000Z,Apparel,DAL_DC
